HAT-P-5 b,Transit,2.78849,311.4734,13.563
HAT-P-50 b,Transit,3.1220109,429.0705,14.437
HAT-P-51 b,Transit,4.2180278,98.20947,14.493
HAT-P-52 b,Transit,2.7535953,259.98494,11.31
HAT-P-53 b,Transit,1.9616241,471.65972,14.773
HAT-P-54 b,Transit,3.799847,241.5508,10.581
HAT-P-55 b,Transit,3.5852467,184.97706,13.249
HAT-P-56 b,Transit,2.79083,734.1873,16.926
HAT-P-57 b,Transit,2.4653,448.1403,19.504
HAT-P-6 b,Transit,3.85298,419.5356,16.589
HAT-P-65 b,Transit,2.6054552,167.49641,21.185
HAT-P-66 b,Transit,2.972086,248.86089,17.822
HAT-P-67 b,Transit,4.8101025,108.0622,23.371
HAT-P-69 b,Transit,4.7869491,1137.8314,18.786
HAT-P-7 b,Transit,2.20474,584.8072,16.926
HAT-P-70 b,Transit,2.74432452,2154.8874,20.961
HAT-P-8 b,Transit,3.07634,406.8224,15.693
HAT-P-9 b,Transit,3.92281072,238.05467,15.614
HATS-1 b,Transit,3.446459,589.55,14.594
HATS-10 b,Transit,3.312846,167.17858,10.862
HATS-11 b,Transit,3.619188,0.0,18.03
HATS-12 b,Transit,3.142702,0.0,7.76
HATS-13 b,Transit,3.0440499,172.58169,13.585
HATS-14 b,Transit,2.7667641,340.39593,11.646
HATS-15 b,Transit,1.74748753,689.6911,12.386
HATS-16 b,Transit,2.686502,1039.3041,14.572
HATS-17 b,Transit,16.254611,425.25654,8.709
HATS-18 b,Transit,0.83784,629.14449,14.897
HATS-2 b,Transit,1.354133,427.463,13.092
HATS-22 b,Transit,4.7228124,870.8542,10.682
HATS-23 b,Transit,2.1605156,467.2101,20.849
HATS-24 b,Transit,1.3484978,718.2958,15.637
HATS-25 b,Transit,4.2986432,194.82979,14.123
HATS-26 b,Transit,3.3023881,206.5895,19.616
HATS-27 b,Transit,4.637038,168.4499,16.814
HATS-28 b,Transit,3.1810781,213.58176,13.384
HATS-29 b,Transit,4.6058749,207.54299,14.022
HATS-3 b,Transit,3.547851,340.382,15.48
HATS-30 b,Transit,3.1743516,224.38798,13.171
HATS-31 b,Transit,3.37796,279.6904,18.383
HATS-32 b,Transit,2.8126548,292.4036,14.0
HATS-33 b,Transit,2.5495551,378.85336,13.787
HATS-34 b,Transit,2.1061607,299.07803,16.029
HATS-35 b,Transit,1.8209993,388.38826,16.41
HATS-36 b,Transit,4.175186,0.0,12.92
HATS-39 b,Transit,4.5776348,200.2329,17.598
HATS-4 b,Transit,2.516729,420.471,11.433
HATS-40 b,Transit,3.2642736,505.3497,17.71
HATS-41 b,Transit,4.193649,3082.951,14.908
HATS-42 b,Transit,2.292102,597.5204,15.693
HATS-43 b,Transit,4.3888497,82.95363,13.227
HATS-44 b,Transit,2.7439004,177.9848,11.96
HATS-45 b,Transit,4.1876244,222.481,14.415
HATS-46 b,Transit,4.7423729,54.98459,10.122
HATS-47 b,Transit,3.9228038,117.27927,12.52
HATS-48 A b,Transit,3.1316666,77.23269,8.967
HATS-49 b,Transit,4.1480467,112.19399,8.575
HATS-5 b,Transit,4.763387,75.323,10.223
HATS-50 b,Transit,3.8297015,123.9537,12.666
HATS-51 b,Transit,3.3488702,244.09344,15.805
HATS-52 b,Transit,1.36665436,711.9392,15.491
HATS-53 b,Transit,3.8537768,189.10885,15.02
HATS-54 b,Transit,2.5441828,241.5508,11.96
HATS-55 b,Transit,4.2042001,292.72143,14.022
HATS-56 b,Transit,4.324799,191.33366,18.921
HATS-57 b,Transit,2.350621,1000.21101,12.767
HATS-58 A b,Transit,4.2180896,327.3649,12.274
HATS-59 b,Transit,5.416081,256.17098,12.621
HATS-59 c,Radial Velocity,1422.0,0.0,0.0
HATS-6 b,Transit,3.3252725,101.38777,11.187
HATS-60 b,Transit,3.560829,210.40346,12.924
HATS-61 b,Transit,7.817953,1080.622,13.395
HATS-62 b,Transit,3.2768837,56.89157,11.825
HATS-63 b,Transit,3.0566527,305.1168,13.529
HATS-64 b,Transit,4.908897,305.1168,18.82
HATS-65 b,Transit,3.105161,260.93843,16.825
HATS-66 b,Transit,3.1414391,1694.0339,15.816
HATS-67 b,Transit,1.6091788,460.8535,18.887
HATS-68 b,Transit,3.5862202,410.0007,13.809
HATS-69 b,Transit,2.2252577,183.38791,10.593
HATS-7 b,Transit,3.185315,38.1396,6.311
HATS-70 b,Transit,1.8882378,4100.007,15.513
HATS-72 b,Transit,7.3279474,39.85588,8.097
HATS-8 b,Transit,3.583893,43.86054,9.785
HATS-9 b,Transit,1.915291,0.0,13.85
HD 100546 b,Imaging,0.0,0.0,77.342
HD 100655 b,Radial Velocity,157.57001,0.0,0.0
HD 100777 b,Radial Velocity,383.70001,0.0,0.0
HD 10180 c,Radial Velocity,5.75969,0.0,0.0
HD 10180 d,Radial Velocity,16.357,0.0,0.0
HD 10180 e,Radial Velocity,49.748,0.0,0.0
HD 10180 f,Radial Velocity,122.744,0.0,0.0
HD 10180 g,Radial Velocity,604.67,0.0,0.0
HD 10180 h,Radial Velocity,2205.0,0.0,0.0
HD 101930 b,Radial Velocity,70.46,0.0,0.0
HD 102117 b,Radial Velocity,20.8133,0.0,0.0
HD 102195 b,Radial Velocity,4.11377,0.0,0.0
HD 102272 b,Radial Velocity,127.58,0.0,0.0
HD 102329 b,Radial Velocity,778.09998,0.0,0.0
HD 102329 c,Radial Velocity,1123.0,0.0,0.0
HD 102365 b,Radial Velocity,122.1,0.0,0.0
HD 102843 b,Radial Velocity,3090.942,0.0,0.0
HD 102956 b,Radial Velocity,6.4947,0.0,0.0
HD 103197 b,Radial Velocity,47.84,0.0,0.0
HD 103720 b,Radial Velocity,4.5557,0.0,0.0
HD 103774 b,Radial Velocity,5.8881,0.0,0.0
HD 103949 b,Radial Velocity,120.878,0.0,0.0
HD 104067 b,Radial Velocity,55.806,0.0,0.0
HD 10442 b,Radial Velocity,1032.3,0.0,0.0
HD 104985 b,Radial Velocity,199.505,0.0,0.0
HD 106252 b,Radial Velocity,1531.0,0.0,0.0
HD 106270 b,Radial Velocity,1888.0,0.0,0.0
HD 106315 b,Transit,9.55237,12.6,2.44
HD 106315 c,Transit,21.05704,15.2,4.35
HD 10647 b,Radial Velocity,989.2,0.0,0.0
HD 106515 A b,Radial Velocity,3630.0,0.0,0.0
HD 106906 b,Imaging,0.0,3496.0,0.0
HD 10697 b,Radial Velocity,1075.69,0.0,0.0
HD 107148 b,Radial Velocity,48.056,0.0,0.0
HD 108147 b,Radial Velocity,10.8985,0.0,0.0
HD 108341 b,Radial Velocity,1129.0,0.0,0.0
HD 108863 b,Radial Velocity,437.7,0.0,0.0
HD 108874 b,Radial Velocity,394.48123,0.0,0.0
HD 108874 c,Radial Velocity,1624.0,0.0,0.0
HD 109246 b,Radial Velocity,68.27,0.0,0.0
HD 109271 b,Radial Velocity,7.8543,0.0,0.0
HD 109271 c,Radial Velocity,30.93,0.0,0.0
HD 109749 b,Radial Velocity,5.239891,0.0,0.0
HD 110014 b,Radial Velocity,835.477,0.0,0.0
HD 111232 b,Radial Velocity,1143.0,0.0,0.0
HD 111591 b,Radial Velocity,1056.4,0.0,0.0
HD 111998 b,Radial Velocity,825.9,0.0,0.0
HD 113337 b,Radial Velocity,324.0,0.0,0.0
HD 113538 b,Radial Velocity,663.2,0.0,0.0
HD 113538 c,Radial Velocity,1818.0,0.0,0.0
HD 113996 b,Radial Velocity,610.2,0.0,0.0
