# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Apr 16 01:34:03 2020
#
# User preference: *
#
# COLUMN 0 pl_hostname:    Host Name
# COLUMN 1 pl_name:        Planet Name
# COLUMN 2 pl_discmethod:  Discovery Method
# COLUMN 3 pl_orbper:      Orbital Period [days]
# COLUMN 4 dec_str:        Dec [sexagesimal]
# COLUMN 5 dec:            Dec [decimal degrees]
# COLUMN 6 pl_masse:       Planet Mass [Earth mass]
# COLUMN 7 pl_rade:        Planet Radius [Earth radii]
#
# pl_hostname,pl_name,pl_discmethod,pl_orbper,dec_str,dec,pl_masse,pl_rade
K2-270,K2-270 c,Transit,4.40002800,+13d32m59.4s,13.549833,,2.950
K2-271,K2-271 b,Transit,8.56242100,+16d05m27.4s,16.090946,,7.280
K2-272,K2-272 b,Transit,14.45353300,+17d32m32.8s,17.542444,,2.910
K2-273,K2-273 b,Transit,11.71633200,+19d00m36.1s,19.010023,,4.420
K2-274,K2-274 b,Transit,14.12971400,+20d23m57.7s,20.399372,,2.200
K2-275,K2-275 b,Transit,3.28096100,+20d27m18.3s,20.455076,,2.240
K2-275,K2-275 c,Transit,8.43875600,+20d27m18.3s,20.455076,,2.340
K2-276,K2-276 b,Transit,18.71826900,+22d38m02.5s,22.634024,,3.770
K2-277,K2-277 b,Transit,6.32676300,-15d56m16.2s,-15.937820,,2.070
K2-278,K2-278 b,Transit,3.33496600,-14d30m14.6s,-14.504056,,2.980
K2-279,K2-279 b,Transit,7.12260500,-06d02m29.7s,-6.041594,,1.210
K2-28,K2-28 b,Transit,2.26045500,-07d57m19.3s,-7.955366,,2.320
K2-280,K2-280 b,Transit,19.89520200,-22d14m51.6s,-22.247662,,7.670
K2-281,K2-281 b,Transit,8.68772100,+07d16m09.2s,7.269234,,8.180
K2-282,K2-282 b,Transit,4.16983600,+07d59m43.1s,7.995316,,2.820
K2-283,K2-283 b,Transit,1.92103600,+09d41m34.5s,9.692924,,3.520
K2-284,K2-284 b,Transit,4.79506900,+20d15m18.4s,20.255108,,2.780
K2-285,K2-285 b,Transit,3.47174500,+01d18m01.0s,1.300290,9.68000,2.590
K2-285,K2-285 c,Transit,7.13804800,+01d18m01.0s,1.300290,15.68000,3.530
K2-285,K2-285 d,Transit,10.45582000,+01d18m01.0s,1.300290,6.50000,2.480
K2-285,K2-285 e,Transit,14.76289000,+01d18m01.0s,1.300290,10.70000,1.950
K2-286,K2-286 b,Transit,27.35900000,-16d46m23.7s,-16.773256,,2.100
K2-287,K2-287 b,Transit,14.89329100,-22d21m29.7s,-22.358261,100.11645,9.494
K2-288 B,K2-288 B b,Transit,31.39346300,+18d16m08.0s,18.268902,,1.900
K2-289,K2-289 b,Transit,13.15696900,-15d47m32.6s,-15.792386,,9.100
K2-29,K2-29 b,Transit,3.25883210,+24d24m07.4s,24.402042,232.01590,13.339
K2-290,K2-290 b,Transit,9.21165000,-20d11m55.7s,-20.198818,10.90000,3.060
K2-290,K2-290 c,Transit,48.36685000,-20d11m55.7s,-20.198818,246.00042,11.276
K2-291,K2-291 b,Transit,2.22517700,+21d32m55.1s,21.548630,6.49000,1.589
K2-293,K2-293 b,Transit,13.12250000,-06d01m40.4s,-6.027876,,2.450
K2-294,K2-294 b,Transit,2.50387000,-07d36m13.3s,-7.603690,,1.660
K2-295,K2-295 b,Transit,4.02486700,+06d49m00.7s,6.816871,106.47305,10.054
K2-3,K2-3 b,Transit,10.05449000,-01d27m17.2s,-1.454787,,2.180
K2-3,K2-3 c,Transit,24.64354000,-01d27m17.2s,-1.454787,,1.850
K2-3,K2-3 d,Transit,44.55983000,-01d27m17.2s,-1.454787,,1.510
K2-30,K2-30 b,Transit,4.09850300,+22d17m57.9s,22.299404,184.02357,11.646
K2-308,K2-308 b,Transit,3.38628000,+16d24m51.1s,16.414202,,9.916
K2-31,K2-31 b,Transit,1.25785000,-23d32m52.3s,-23.547865,563.83042,11.882
K2-32,K2-32 b,Transit,8.99182800,-19d32m34.2s,-19.542822,,4.960
K2-32,K2-32 c,Transit,20.66186000,-19d32m34.2s,-19.542822,,2.740
K2-32,K2-32 d,Transit,31.71420000,-19d32m34.2s,-19.542822,,3.270
K2-32,K2-32 e,Transit,4.34882000,-19d32m34.2s,-19.542822,,1.010
K2-33,K2-33 b,Transit,5.42486500,-19d19m09.4s,-19.319273,1175.97100,5.040
K2-34,K2-34 b,Transit,2.99563300,+22d14m09.3s,22.235909,,13.960
K2-35,K2-35 b,Transit,5.60835200,+01d17m09.4s,1.285956,,1.930
K2-35,K2-35 c,Transit,2.39996400,+01d17m09.4s,1.285956,,1.320
K2-36,K2-36 b,Transit,1.42261400,+03d51m59.0s,3.866393,3.90000,1.430
K2-36,K2-36 c,Transit,5.34088800,+03d51m59.0s,3.866393,7.80000,3.200
K2-37,K2-37 b,Transit,4.44117000,-24d47m13.4s,-24.787062,,1.610
K2-37,K2-37 c,Transit,6.42904000,-24d47m13.4s,-24.787062,,2.750
K2-37,K2-37 d,Transit,14.09189000,-24d47m13.4s,-24.787062,,2.730
K2-38,K2-38 b,Transit,4.01593000,-23d11m21.4s,-23.189287,19.06980,1.906
K2-38,K2-38 c,Transit,10.56103000,-23d11m21.4s,-23.189287,9.90000,2.420
K2-39,K2-39 b,Transit,4.60543000,-09d01m22.0s,-9.022769,28.60470,6.277
K2-4,K2-4 b,Transit,10.00341700,-03d54m20.1s,-3.905585,,2.100
K2-42,K2-42 b,Transit,6.68796000,-05d10m18.9s,-5.171913,,2.150
K2-43,K2-43 b,Transit,3.47114900,-03d58m31.6s,-3.975440,,4.510
K2-43,K2-43 c,Transit,2.19888400,-03d58m31.6s,-3.975440,,2.420
K2-44,K2-44 b,Transit,5.65688000,-02d31m15.2s,-2.520881,,2.720
K2-45,K2-45 b,Transit,1.72926840,-01d46m26.9s,-1.774130,,6.710
K2-46,K2-46 b,Transit,19.15410000,-00d54m26.1s,-0.907261,,2.050
K2-47,K2-47 b,Transit,31.63720000,+02d46m50.6s,2.780711,,1.890
K2-48,K2-48 b,Transit,20.50650000,+03d16m20.7s,3.272425,,2.240
K2-49,K2-49 b,Transit,2.77065000,+03d28m32.0s,3.475569,,1.930
K2-5,K2-5 b,Transit,5.73594000,-01d52m40.7s,-1.877976,,1.910
K2-5,K2-5 c,Transit,10.93241000,-01d52m40.7s,-1.877976,,2.260
K2-50,K2-50 b,Transit,8.75290000,+05d59m18.2s,5.988378,,1.590
K2-52,K2-52 b,Transit,3.53505500,-24d58m11.8s,-24.969948,,18.000
K2-53,K2-53 b,Transit,12.20772000,-20d24m01.9s,-20.400534,,2.600
K2-54,K2-54 b,Transit,9.78430000,-17d32m38.4s,-17.543995,,1.150
K2-55,K2-55 b,Transit,2.84925800,-17d15m02.5s,-17.250708,,3.820
K2-57,K2-57 b,Transit,9.00630000,-14d04m11.6s,-14.069886,,2.100
K2-58,K2-58 b,Transit,7.05254000,-14d02m59.3s,-14.049808,,2.680
K2-58,K2-58 c,Transit,2.53726000,-14d02m59.3s,-14.049808,,1.620
K2-58,K2-58 d,Transit,22.88270000,-14d02m59.3s,-14.049808,,1.710
K2-59,K2-59 b,Transit,20.69210000,-14d01m39.9s,-14.027745,,2.410
K2-59,K2-59 c,Transit,11.29540000,-14d01m39.9s,-14.027745,,2.300
K2-6,K2-6 b,Transit,30.94191000,-01d11m54.5s,-1.198477,,2.500
K2-60,K2-60 b,Transit,3.00265000,-13d43m54.1s,-13.731702,135.39558,7.656
K2-61,K2-61 b,Transit,2.57302000,-13d33m36.1s,-13.560024,,2.480
K2-62,K2-62 b,Transit,6.67202000,-12d11m15.0s,-12.187498,,2.140
K2-62,K2-62 c,Transit,16.19660000,-12d11m15.0s,-12.187498,,2.140
K2-63,K2-63 b,Transit,20.25700000,-12d03m58.9s,-12.066374,,3.220
K2-63,K2-63 c,Transit,25.45560000,-12d03m58.9s,-12.066374,,3.900
K2-64,K2-64 b,Transit,6.53044000,-11d25m43.5s,-11.428742,,2.070
K2-65,K2-65 b,Transit,12.64750000,-10d55m31.4s,-10.925379,,1.580
K2-66,K2-66 b,Transit,5.06963000,-10d42m41.6s,-10.711549,21.30000,2.490
K2-68,K2-68 b,Transit,8.05428000,-10d34m02.3s,-10.567318,,1.580
K2-69,K2-69 b,Transit,7.06599000,-10d29m18.9s,-10.488580,,2.320
K2-7,K2-7 b,Transit,28.67992000,-01d03m56.7s,-1.065755,,2.670
K2-70,K2-70 b,Transit,13.97896000,-10d05m05.8s,-10.084946,,2.890
K2-71,K2-71 b,Transit,6.98541000,-09d52m53.8s,-9.881619,,2.150
K2-72,K2-72 b,Transit,5.57721200,-09d36m44.6s,-9.612382,,1.080
K2-72,K2-72 c,Transit,15.18903400,-09d36m44.6s,-9.612382,,1.160
K2-72,K2-72 d,Transit,7.76017800,-09d36m44.6s,-9.612382,,1.010
K2-72,K2-72 e,Transit,24.15886800,-09d36m44.6s,-9.612382,,1.290
K2-73,K2-73 b,Transit,7.49543000,-09d03m21.9s,-9.056093,,2.450
K2-74,K2-74 b,Transit,19.56660000,-08d42m52.2s,-8.714505,,2.310
K2-75,K2-75 b,Transit,7.81420000,-07d28m11.5s,-7.469853,,2.670
K2-75,K2-75 c,Transit,18.31100000,-07d28m11.5s,-7.469853,,2.770
K2-77,K2-77 b,Transit,8.19979600,+12d34m21.4s,12.572612,603.87700,2.300
K2-79,K2-79 b,Transit,10.99573000,+13d31m09.7s,13.519372,,3.690
K2-8,K2-8 b,Transit,10.35239000,-00d17m03.8s,-0.284375,,3.580
K2-8,K2-8 c,Transit,5.06416000,-00d17m03.8s,-0.284375,,2.410
K2-80,K2-80 b,Transit,19.09180000,+13d33m33.4s,13.559289,,2.010
K2-80,K2-80 c,Transit,5.60500000,+13d33m33.4s,13.559289,,1.470
K2-80,K2-80 d,Transit,28.86725300,+13d33m33.4s,13.559289,,2.552
K2-81,K2-81 b,Transit,6.10232500,+14d30m07.9s,14.502200,,1.970
K2-83,K2-83 b,Transit,2.74697000,+15d33m32.0s,15.558886,,1.244
K2-83,K2-83 c,Transit,9.99767000,+15d33m32.0s,15.558886,,1.483
K2-84,K2-84 b,Transit,6.42150000,+16d38m04.4s,16.634548,,2.410
K2-84,K2-84 c,Transit,27.86000000,+16d38m04.4s,16.634548,,2.030
K2-85,K2-85 b,Transit,0.68453300,+18d27m54.9s,18.465254,,1.010
K2-86,K2-86 b,Transit,8.77683000,+18d38m08.2s,18.635616,,1.960
K2-87,K2-87 b,Transit,9.72661800,+18d49m38.7s,18.827417,,7.600
K2-88,K2-88 b,Transit,4.61220000,+19d07m12.6s,19.120178,,1.230
K2-89,K2-89 b,Transit,1.09602600,+20d27m34.7s,20.459639,,0.615
K2-9,K2-9 b,Transit,18.44980000,+00d00m19.1s,0.005301,,2.250
K2-90,K2-90 b,Transit,13.73331400,+22d28m21.5s,22.472631,,2.600
K2-90,K2-90 c,Transit,2.90070600,+22d28m21.5s,22.472631,,1.300
K2-91,K2-91 b,Transit,1.41954900,+24d12m18.4s,24.205112,,1.100
K2-95,K2-95 b,Transit,10.13401600,+18d58m36.1s,18.976685,,3.880
K2-97,K2-97 b,Transit,8.40672600,+10d50m51.3s,10.847586,,10.610
K2-98,K2-98 b,Transit,10.13644800,+11d30m40.1s,11.511145,,5.200
K2-99,K2-99 b,Transit,18.25198500,-05d26m32.9s,-5.442466,,11.730
KELT-1,KELT-1 b,Transit,1.21751400,+39d23m01.7s,39.383808,8654.15000,12.442
KELT-10,KELT-10 b,Transit,4.16627390,-47d00m11.7s,-47.003242,215.80657,15.681
KELT-11,KELT-11 b,Transit,4.73610000,-09d23m56.5s,-9.399025,54.34893,15.132
KELT-12,KELT-12 b,Transit,5.03162300,+36d34m12.8s,36.570232,301.93850,19.952
KELT-14,KELT-14 b,Transit,1.71005660,-42d24m35.1s,-42.409744,408.09372,19.537
KELT-15,KELT-15 b,Transit,3.32944000,-52d07m13.6s,-52.120453,416.35730,19.504
KELT-16,KELT-16 b,Transit,0.96899510,+31d39m39.7s,31.661034,874.03250,15.861
KELT-17,KELT-17 b,Transit,3.08017160,+13d44m07.1s,13.735319,416.35730,17.094
KELT-18,KELT-18 b,Transit,2.87175180,+59d26m39.4s,59.444275,375.03940,17.598
KELT-19 A,KELT-19 A b,Transit,4.61170930,+07d36m56.9s,7.615806,1293.56810,21.409
KELT-2 A,KELT-2 A b,Transit,4.11379000,+30d57m25.7s,30.957144,540.31100,15.132
KELT-20,KELT-20 b,Transit,3.47410850,+31d13m09.2s,31.219225,1074.90106,19.515
KELT-21,KELT-21 b,Transit,3.61276470,+32d34m51.7s,32.581039,1242.71530,17.777
KELT-23 A,KELT-23 A b,Transit,2.25525100,+66d21m31.544s,66.358762,298.12454,14.830
KELT-24,KELT-24 b,Transit,5.55149260,+71d39m21.2s,71.655876,1646.35940,14.258
KELT-3,KELT-3 b,Transit,2.70339000,+40d23m17.0s,40.388069,616.59020,17.486
KELT-4 A,KELT-4 A b,Transit,2.98959320,+25d34m23.5s,25.573189,286.68266,19.044
KELT-6,KELT-6 b,Transit,7.84570000,+30d38m24.2s,30.640051,165.27160,14.572
KELT-6,KELT-6 c,Radial Velocity,1276.00000000,+30d38m24.2s,30.640051,,
KELT-7,KELT-7 b,Transit,2.73477000,+33d19m05.4s,33.318165,441.78370,17.934
KELT-8,KELT-8 b,Transit,3.24406000,+24d07m38.6s,24.127380,209.76780,18.159
KELT-9,KELT-9 b,Transit,1.48112350,+39d56m19.8s,39.938828,915.35040,21.196
KIC 10001893,KIC 10001893 b,Orbital Brightness Modulation,0.21970000,+46d59m04.2s,46.984489,,
KIC 10001893,KIC 10001893 c,Orbital Brightness Modulation,0.32528000,+46d59m04.2s,46.984489,,
KIC 10001893,KIC 10001893 d,Orbital Brightness Modulation,0.81161000,+46d59m04.2s,46.984489,,
KIC 10525077,KIC 10525077 b,Transit,854.08300000,+47d46m16.3s,47.771187,,5.500
KIC 3558849,KIC 3558849 b,Transit,1322.30000000,+38d36m18.7s,38.605197,,6.900
KIC 5095269,KIC 5095269 b,Eclipse Timing Variations,237.68977000,+40d14m06.1s,40.235027,2445.06619,
KIC 5437945,KIC 5437945 b,Transit,440.78130000,+40d39m04.9s,40.651357,,6.400
KIC 5951458,KIC 5951458 b,Transit,1320.10000000,+41d13m22.9s,41.223038,,6.600
KIC 7917485,KIC 7917485 b,Pulsation Timing Variations,840.00000000,+43d37m57.4s,43.632622,,
KOI-7892,KIC 8540376 b,Transit,31.80990000,+44d41m40.5s,44.694592,,4.100
KOI-7892,KIC 8540376 c,Transit,75.20000000,+44d41m40.5s,44.694592,,2.400
KIC 9663113,KIC 9663113 b,Transit,572.38470000,+46d19m43.3s,46.328701,,4.600
KMT-2016-BLG-0212L,KMT-2016-BLG-0212L b,Microlensing,,-29d05m12.80s,-29.086889,5720.94000,
KMT-2016-BLG-1107L,KMT-2016-BLG-1107L b,Microlensing,,-26d01m54.48s,-26.031800,1043.43589,
KMT-2016-BLG-1397L,KMT-2016-BLG-1397L b,Microlensing,,-24d51m27.9s,-24.857738,2224.81000,
KMT-2016-BLG-1820L,KMT-2016-BLG-1820L b,Microlensing,,-29d31m00.9s,-29.516920,1452.48310,
KMT-2016-BLG-1836L,KMT-2016-BLG-1836L b,Microlensing,,-30d02m26.70s,-30.040750,699.22600,
KMT-2016-BLG-2142L,KMT-2016-BLG-2142L b,Microlensing,,-29d23m04.4s,-29.384562,4923.18670,
KMT-2017-BLG-0165L,KMT-2017-BLG-0165L b,Microlensing,,-28d08m01.21s,-28.133669,34.00000,
KMT-2017-BLG-1038L,KMT-2017-BLG-1038L b,Microlensing,,-25d08m34.91s,-25.143031,635.66000,
KMT-2017-BLG-1146L,KMT-2017-BLG-1146L b,Microlensing,,-33d08m32.89s,-33.142469,225.65930,
KMT-2018-BLG-1990L,KMT-2018-BLG-1990L b,Microlensing,,-22d09m09.14s,-22.152539,110.60484,
KOI-12,KOI-12 b,Transit,17.85518200,+41d00m39.6s,41.010991,349.61300,13.787
KOI-1257,KOI-1257 b,Transit,86.64766100,+44d55m38.6s,44.927383,460.83000,10.540
KOI-13,KOI-13 b,Transit,1.76358800,+46d52m06.1s,46.868362,2949.46240,16.948
KOI-142,KOI-142 b,Transit,10.95416000,+40d40m09.9s,40.669407,8.70000,3.780
KOI-142,KOI-142 c,Transit Timing Variations,22.33950000,+40d40m09.9s,40.669407,198.80000,
KOI-1599,KOI-1599.01,Transit,20.44150000,+40d37m06.3s,40.618421,4.60000,1.900
KOI-1599,KOI-1599.02,Transit,13.60880000,+40d37m06.3s,40.618421,9.00000,1.900
KOI-217,KOI-217 b,Transit,3.90512000,+46d17m09.1s,46.285854,,12.442
KOI-351,KOI-351 b,Transit,7.00815100,+49d18m18.6s,49.305161,,1.310
KOI-351,KOI-351 c,Transit,8.71937500,+49d18m18.6s,49.305161,,1.190
KOI-351,KOI-351 d,Transit,59.73667000,+49d18m18.6s,49.305161,,2.870
KOI-351,KOI-351 e,Transit,91.93913000,+49d18m18.6s,49.305161,,2.660
KOI-351,KOI-351 f,Transit,124.91440000,+49d18m18.6s,49.305161,,2.880
KOI-351,KOI-351 g,Transit,210.60697000,+49d18m18.6s,49.305161,,8.100
KOI-351,KOI-351 h,Transit,331.60059000,+49d18m18.6s,49.305161,,11.300
KOI-3680,KOI-3680 b,Transit,141.24167100,+45d18m34.8s,45.309677,613.41190,11.097
KOI-55,KOI-55 b,Orbital Brightness Modulation,0.24010400,+41d05m33.9s,41.092755,0.44000,0.759
KOI-55,KOI-55 c,Orbital Brightness Modulation,0.34288700,+41d05m33.9s,41.092755,0.65500,0.867
KOI-94,KOI-94 b,Transit,3.74320800,+41d53m28.0s,41.891117,10.50000,1.710
KOI-94,KOI-94 c,Transit,10.42364800,+41d53m28.0s,41.891117,15.60000,4.320
KOI-94,KOI-94 d,Transit,22.34298900,+41d53m28.0s,41.891117,106.00000,11.270
KOI-94,KOI-94 e,Transit,54.32031000,+41d53m28.0s,41.891117,35.00000,6.560
KPS-1,KPS-1 b,Transit,1.70629100,+64d57m50.5s,64.964020,346.43470,11.545
Kapteyn,Kapteyn c,Radial Velocity,121.54000000,-45d01m06.3s,-45.018414,,
Kepler-10,Kepler-10 b,Transit,0.83749100,+50d14m28.7s,50.241299,4.60853,1.481
Kepler-10,Kepler-10 c,Transit,45.29460000,+50d14m28.7s,50.241299,7.37000,
Kepler-100,Kepler-100 b,Transit,6.88705000,+41d59m25.0s,41.990273,7.34000,1.320
Kepler-100,Kepler-100 c,Transit,12.81590000,+41d59m25.0s,41.990273,7.05000,2.200
Kepler-100,Kepler-100 d,Transit,35.33310000,+41d59m25.0s,41.990273,3.00000,1.610
Kepler-1000,Kepler-1000 b,Transit,120.01812720,+47d05m53.6s,47.098221,,4.760
Kepler-1001,Kepler-1001 b,Transit,14.30511983,+48d37m07.3s,48.618706,,3.150
Kepler-1002,Kepler-1002 b,Transit,4.33642933,+43d04m25.4s,43.073715,,1.710
Kepler-1003,Kepler-1003 b,Transit,3.55485691,+44d52m34.4s,44.876217,,1.780
Kepler-1004,Kepler-1004 b,Transit,5.28789787,+49d47m51.2s,49.797550,,6.280
Kepler-1005,Kepler-1005 b,Transit,6.49801525,+43d19m13.7s,43.320461,,1.500
Kepler-1006,Kepler-1006 b,Transit,19.76172042,+42d32m14.9s,42.537476,,1.540
Kepler-1007,Kepler-1007 b,Transit,5.18500207,+45d48m32.8s,45.809120,,1.440
Kepler-1008,Kepler-1008 b,Transit,12.43931193,+44d56m31.0s,44.941933,,1.280
Kepler-1009,Kepler-1009 b,Transit,11.35011917,+42d39m56.8s,42.665764,,2.170
Kepler-101,Kepler-101 b,Transit,3.48768120,+48d21m18.8s,48.355228,51.10000,5.770
Kepler-101,Kepler-101 c,Transit,6.02976000,+48d21m18.8s,48.355228,3.78000,1.250
Kepler-1010,Kepler-1010 b,Transit,34.26857050,+44d08m57.6s,44.149326,,2.320
Kepler-1011,Kepler-1011 b,Transit,5.75322197,+46d49m26.4s,46.824001,,2.870
Kepler-1012,Kepler-1012 b,Transit,5.50860439,+46d27m28.6s,46.457954,,1.290
Kepler-1013,Kepler-1013 b,Transit,18.93054959,+44d26m06.9s,44.435242,,2.150
Kepler-1014,Kepler-1014 b,Transit,16.57110363,+44d06m38.2s,44.110603,,2.390
Kepler-1015,Kepler-1015 b,Transit,16.00494214,+43d25m36.9s,43.426910,,3.550
Kepler-1016,Kepler-1016 b,Transit,1.95452434,+45d59m04.6s,45.984623,,2.180
Kepler-1016,Kepler-1016 c,Transit,105.65513690,+45d59m04.6s,45.984623,,3.680
Kepler-1017,Kepler-1017 b,Transit,7.23400469,+40d07m57.4s,40.132607,,1.990
Kepler-1018,Kepler-1018 b,Transit,49.10135140,+45d24m28.4s,45.407879,,2.580
Kepler-1019,Kepler-1019 b,Transit,1.41122985,+47d12m16.0s,47.204449,,1.460
Kepler-102,Kepler-102 b,Transit,5.28696000,+47d12m28.9s,47.208031,4.30000,0.470
Kepler-102,Kepler-102 c,Transit,7.07142000,+47d12m28.9s,47.208031,3.00000,0.580
Kepler-102,Kepler-102 d,Transit,10.31170000,+47d12m28.9s,47.208031,3.80000,1.180
Kepler-102,Kepler-102 e,Transit,16.14570000,+47d12m28.9s,47.208031,8.93000,2.220
Kepler-102,Kepler-102 f,Transit,27.45360000,+47d12m28.9s,47.208031,5.20000,0.880
Kepler-1020,Kepler-1020 b,Transit,96.91514960,+46d22m38.7s,46.377422,,2.280
Kepler-1021,Kepler-1021 b,Transit,13.47469571,+42d33m34.9s,42.559681,,2.330
Kepler-1022,Kepler-1022 b,Transit,10.99469878,+46d58m25.4s,46.973728,,2.360
Kepler-1023,Kepler-1023 b,Transit,62.13877140,+49d46m10.9s,49.769707,,2.630
Kepler-1024,Kepler-1024 b,Transit,66.41621330,+38d15m06.1s,38.251698,,3.910
Kepler-1025,Kepler-1025 b,Transit,37.32294930,+43d57m42.0s,43.961666,,1.980
Kepler-1026,Kepler-1026 b,Transit,36.51560530,+39d59m52.7s,39.997980,,2.210
Kepler-1027,Kepler-1027 b,Transit,1.90780520,+42d48m50.1s,42.813923,,0.890
Kepler-1028,Kepler-1028 b,Transit,2.51462432,+49d46m52.2s,49.781158,,1.330
Kepler-1029,Kepler-1029 b,Transit,4.41769648,+41d32m51.1s,41.547540,,1.260
Kepler-103,Kepler-103 b,Transit,15.96540000,+40d03m52.3s,40.064521,9.70000,3.370
Kepler-103,Kepler-103 c,Transit,179.61200000,+40d03m52.3s,40.064521,36.10000,5.140
Kepler-1030,Kepler-1030 b,Transit,19.32952416,+45d49m03.2s,45.817559,,2.480
Kepler-1031,Kepler-1031 b,Transit,1.22621732,+48d57m19.4s,48.955376,,0.870
Kepler-1032,Kepler-1032 b,Transit,3.29011795,+40d05m51.9s,40.097751,,1.870
Kepler-1033,Kepler-1033 b,Transit,7.56052806,+44d36m32.7s,44.609093,,2.510
Kepler-1034,Kepler-1034 b,Transit,12.12400943,+37d58m01.2s,37.966997,,2.260
Kepler-1035,Kepler-1035 b,Transit,2.71407755,+42d52m57.0s,42.882488,,1.170
Kepler-1036,Kepler-1036 b,Transit,122.88080580,+49d56m44.8s,49.945786,,3.010
Kepler-1037,Kepler-1037 b,Transit,1.06378867,+47d10m15.1s,47.170856,,1.280
Kepler-1038,Kepler-1038 b,Transit,148.46033820,+44d07m56.6s,44.132378,,3.530
Kepler-1039,Kepler-1039 b,Transit,0.93488424,+45d18m55.9s,45.315514,,1.460
Kepler-104,Kepler-104 b,Transit,11.42754800,+42d10m00.4s,42.166779,,3.100
Kepler-104,Kepler-104 c,Transit,23.66820500,+42d10m00.4s,42.166779,,3.130
Kepler-104,Kepler-104 d,Transit,51.75539400,+42d10m00.4s,42.166779,,3.580
Kepler-1040,Kepler-1040 b,Transit,201.12140000,+48d07m53.0s,48.131393,,2.080
Kepler-1041,Kepler-1041 b,Transit,24.75764210,+49d40m59.4s,49.683155,,2.940
Kepler-1042,Kepler-1042 b,Transit,10.13202575,+39d49m26.4s,39.824006,,2.190
Kepler-1043,Kepler-1043 b,Transit,38.50533980,+47d34m06.9s,47.568584,,2.550
Kepler-1044,Kepler-1044 b,Transit,6.77408868,+46d39m58.5s,46.666237,,2.670
Kepler-1045,Kepler-1045 b,Transit,26.41045478,+45d04m26.8s,45.074104,,2.690
Kepler-1046,Kepler-1046 b,Transit,14.37508035,+46d59m53.8s,46.998291,,1.710
Kepler-1047,Kepler-1047 b,Transit,56.18868870,+50d47m20.3s,50.788982,,2.090
Kepler-1047,Kepler-1047 c,Transit,3.18897601,+50d47m20.3s,50.788982,,0.990
Kepler-1048,Kepler-1048 b,Transit,6.92101021,+42d09m56.8s,42.165787,,1.610
Kepler-1049,Kepler-1049 b,Transit,3.27346074,+47d46m22.6s,47.772957,,0.950
Kepler-105,Kepler-105 b,Transit,5.41220000,+46d16m34.5s,46.276237,,4.810
Kepler-105,Kepler-105 c,Transit,7.12620000,+46d16m34.5s,46.276237,4.60000,1.310
Kepler-1050,Kepler-1050 b,Transit,15.37875460,+48d37m35.0s,48.626392,,1.600
Kepler-1050,Kepler-1050 c,Transit,21.12845690,+48d37m35.0s,48.626392,,1.480
Kepler-1051,Kepler-1051 b,Transit,25.96200249,+40d53m55.9s,40.898849,,3.400
Kepler-1052,Kepler-1052 b,Transit,34.85382760,+46d36m08.2s,46.602264,,2.930
Kepler-1053,Kepler-1053 b,Transit,2.41435165,+39d07m38.7s,39.127415,,0.980
Kepler-1054,Kepler-1054 b,Transit,4.30655689,+44d33m23.0s,44.556385,,2.630
Kepler-1055,Kepler-1055 b,Transit,2.29503623,+44d55m57.4s,44.932617,,1.230
Kepler-1056,Kepler-1056 b,Transit,27.49560600,+46d53m57.3s,46.899261,,3.010
Kepler-1057,Kepler-1057 b,Transit,14.08827448,+41d33m29.2s,41.558124,,3.360
Kepler-1058,Kepler-1058 b,Transit,110.96546000,+45d52m30.1s,45.875034,,2.720
Kepler-1059,Kepler-1059 b,Transit,3.76419105,+41d42m23.3s,41.706486,,1.730
Kepler-106,Kepler-106 b,Transit,6.16486000,+44d20m15.2s,44.337555,5.30000,0.820
Kepler-106,Kepler-106 c,Transit,13.57080000,+44d20m15.2s,44.337555,10.44000,2.500
Kepler-106,Kepler-106 d,Transit,23.98020000,+44d20m15.2s,44.337555,8.10000,0.950
Kepler-106,Kepler-106 e,Transit,43.84450000,+44d20m15.2s,44.337555,11.17000,2.560
Kepler-1060,Kepler-1060 b,Transit,46.87793670,+39d37m51.3s,39.630929,,2.380
Kepler-1061,Kepler-1061 b,Transit,2.75798267,+50d16m30.8s,50.275230,,1.980
Kepler-1062,Kepler-1062 b,Transit,9.30412078,+41d13m17.8s,41.221607,,1.760
Kepler-1063,Kepler-1063 b,Transit,14.07971466,+38d08m34.7s,38.142973,,1.490
Kepler-1064,Kepler-1064 b,Transit,16.54080322,+37d41m20.2s,37.688934,,1.550
Kepler-1065,Kepler-1065 b,Transit,3.60930891,+38d47m25.8s,38.790501,,3.730
Kepler-1065,Kepler-1065 c,Transit,2.37030743,+38d47m25.8s,38.790501,,1.600
Kepler-1066,Kepler-1066 b,Transit,1.93155984,+46d30m08.1s,46.502239,,2.360
Kepler-1067,Kepler-1067 b,Transit,0.76212926,+45d02m56.6s,45.049053,,0.800
Kepler-1068,Kepler-1068 b,Transit,16.92344113,+46d23m32.5s,46.392365,,3.630
Kepler-1069,Kepler-1069 b,Transit,23.89902960,+47d59m20.4s,47.989002,,1.600
Kepler-107,Kepler-107 b,Transit,3.18002180,+48d12m31.0s,48.208611,3.51000,1.536
Kepler-107,Kepler-107 c,Transit,4.90145200,+48d12m31.0s,48.208611,9.39000,1.597
